YearMonth,YearNbr,MonthNbr,LocationId,LocationName,EmployeeId,Title,StaffMember,TotalSales,BonusPaid,GrossWages,HealthPlanPaid,ParkingSubsPaid,TransportSubsPaid,TrainingSubsPaid,EmployerPensionPaid
20154,2015,4,7,Granger Discount Store,40,Sales Specialist,Amy Strande,8175,179.85,3360,50.4,,25,25,252
20154,2015,4,8,Sunnyside Discount Store,41,Sales Specialist,Ties Arts,5425.8,92.2386,2600,39,,25,25,195
20154,2015,4,9,Toppenish Discount Store,42,Sales Specialist,Daniel Taylor,9599.6,211.1912,3360,50.4,,25,25,252
20154,2015,4,10,Wapato Discount Store,43,Sales Specialist,Ronen Ashkenazi,7463.8,164.2036,3360,50.4,,25,25,252
20154,2015,4,11,Cle Elum Discount Store,44,Sales Specialist,Hans-Walter Untch,10959.8,186.3166,2600,39,,25,25,195
20154,2015,4,12,North Bend Discount Store,45,Sales Specialist,Chris Ashton,2879.9,63.3578,3360,50.4,,25,25,252
20154,2015,4,13,Snoqualmie Discount Store,46,Sales Specialist,Michael Vanderhyde,17709,389.598,3360,50.4,,25,25,252
20154,2015,4,14,Fall City Discount Store,47,Sales Specialist,Vivian Atlas,10628.7,212.574,2960,44.4,,25,25,222
20154,2015,4,15,Renton Discount Store,48,Sales Specialist,Robin Wakefield,17190.75,378.1965,3360,50.4,,25,25,252
20154,2015,4,16,Everett Discount Store,49,Sales Specialist,Anahita Bahrami,13249.8,291.4956,3360,50.4,,25,25,252
20154,2015,4,18,Veradale Discount Store,50,Sales Specialist,Pieter Wycoff,21858.9,371.6013,2600,39,,25,25,195
20154,2015,4,19,Cheney Discount Store,51,Sales Specialist,Dev Balasubramanian,7284.8,123.8416,2600,39,,25,25,195
20154,2015,4,20,Englewood Discount Store,52,Sales Specialist,Steven Wright,26309.6,447.2632,2600,39,,25,25,195
20154,2015,4,22,Westminster Discount Store,54,Sales Specialist,Eiji Yasuda,4029.7,68.5049,2600,39,,25,25,195
20154,2015,4,23,Grand Junction Discount Store,55,Sales Specialist,Ed Banti,24749.8,544.4956,3360,50.4,,25,25,252
20154,2015,4,24,New Castle Discount Store,56,Sales Specialist,Mrina Natarajan,20148.5,443.267,3360,50.4,,25,25,252
20154,2015,4,25,Greeley  No.1 Discount Store,57,Sales Specialist,Dave Barnett,5623.7,112.474,2960,44.4,,25,25,222
20154,2015,4,26,Loveland Discount Store,58,Sales Specialist,Manuel Oliveira,16054.6,353.2012,3360,50.4,,25,25,252
20154,2015,4,27,Lafayette Discount Store,59,Sales Specialist,Adam Barr,35564.7,604.5999,2600,39,,25,25,195
20154,2015,4,28,Castle Rock Discount Store,60,Sales Specialist,Rok Palcic,21129.6,464.8512,3360,50.4,,25,25,252
20154,2015,4,29,Sedalia Discount Store,61,Sales Specialist,Shai Bassli,10888.5,185.1045,2600,39,,25,25,195
20154,2015,4,30,Fort Collins Discount Store,62,Sales Specialist,Yossi Ran,16112.9,354.4838,3360,50.4,,25,25,252
20154,2015,4,32,Milliken Discount Store,63,Sales Specialist,Shaun Beasley,16189.9,275.2283,2600,39,,25,25,195
20154,2015,4,33,Berthoud Discount Store,64,Sales Specialist,Karolina Salas-Szlejter,13600,299.2,3360,50.4,,25,25,252
20154,2015,4,34,Denver No.1 Discount Store,65,Area Manager,Anna Bedecs,31439.8,738.8353,4400,66,35,,25,374
20154,2015,4,21,Wheat Ridge Discount Store,66,Sales Specialist,Oliver Szimmetat,9662,212.564,3360,50.4,,25,25,252
20154,2015,4,38,Thornton Discount Store,67,Sales Specialist,Ann Beebe,23489.2,516.7624,3360,50.4,,25,25,252
20154,2015,4,39,Littleton Discount Store,68,Sales Specialist,Jeff Teper,23820,524.04,3360,50.4,,25,25,252
20154,2015,4,40,Aurora Discount Store,69,Sales Specialist,Allie Bellew,12218,207.706,2600,39,,25,25,195
20154,2015,4,41,Parker Discount Store,70,Sales Specialist,Siri Velauthapillai,17722,389.884,3360,50.4,,25,25,252
20154,2015,4,42,Green Bay Discount Store,71,Sales Specialist,Nuno Bento,30339.7,515.7749,2600,39,,25,25,195
20154,2015,4,43,Appleton Discount Store,72,Sales Specialist,Anne Wallace,34424.8,757.3456,3360,50.4,,25,25,252
20154,2015,4,44,Menasha Discount Store,73,Sales Specialist,Matt Berg,33358,733.876,3360,50.4,,25,25,252
20154,2015,4,45,Oshkosh Discount Store,74,Sales Specialist,John Yokim,23119.8,508.6356,3360,50.4,,25,25,252
20154,2015,4,54,Waukesha No.2 Discount Store,76,Sales Specialist,Bob Hare,4418.4,97.2048,3360,50.4,,25,25,252
20154,2015,4,198,North Harford Discount Store,77,Sales Specialist,Jamie Curtiso,20069.9,441.5378,3360,50.4,,25,25,252
20154,2015,4,57,Port Washington Discount Store,79,Sales Specialist,Jimmy Bischoff,27105.5,596.321,3360,50.4,,25,25,252
20154,2015,4,58,Sheboygan Discount Store,80,Sales Specialist,Michael Neipper,10764.6,182.9982,2600,39,,25,25,195
20154,2015,4,59,Manitowoc Discount Store,81,Sales Specialist,Ari Bixhorn,10039.6,220.8712,3360,50.4,,25,25,252
20154,2015,4,60,Madison Discount Store,82,Sales Specialist,Paulo Neves,22029.7,484.6534,3360,50.4,,25,25,252
20154,2015,4,61,Oregon Discount Store,83,Sales Specialist,Rex Bloesser,10758.7,182.8979,2600,39,,25,25,195
20154,2015,4,62,Stoughton Discount Store,84,Sales Specialist,Aaron Nicholls,14929.9,298.598,2960,44.4,,25,25,222
20154,2015,4,63,Edgerton Discount Store,85,Sales Specialist,Tomasz Bochenek,13451.7,295.9374,3360,50.4,,25,25,252
20154,2015,4,64,Fort Atkinson Discount Store,86,Sales Specialist,Toby Nixon,8268.8,140.5696,2600,39,,25,25,195
20154,2015,4,51,Racine No.1 Discount Store,87,Sales Specialist,Corinna Bolender,35639.7,784.0734,3360,50.4,,25,25,252
20154,2015,4,70,Midland Discount Store,89,Sales Specialist,Raffaella Bonaldi,12859,282.898,3360,50.4,,25,25,252
20154,2015,4,71,Russellville Discount Store,90,Sales Specialist,Jerry Orman,6739.7,134.794,2960,44.4,,25,25,222
20154,2015,4,72,Minden Discount Store,91,Sales Specialist,Laurent Bonnet,23715.8,521.7476,3360,50.4,,25,25,252
20154,2015,4,73,Shreveport Discount Store,92,Sales Specialist,Danni Ortman,16079.5,353.749,3360,50.4,,25,25,252
20154,2015,4,74,Marshall Discount Store,93,Sales Specialist,Thomas Bouchard,9489.4,208.7668,3360,50.4,,25,25,252
20154,2015,4,75,Longview Discount Store,94,Sales Specialist,Scott Oveson,47819.4,812.9298,2600,39,,25,25,195
20154,2015,4,78,Beaumont No.2 Discount Store,95,Sales Specialist,Martin Skeese,9587.8,162.9926,2600,39,,25,25,195
20154,2015,4,77,Orange Discount Store,96,Sales Specialist,Tude Palma,18662,410.564,3360,50.4,,25,25,252
20154,2015,4,79,Baytown Discount Store,97,Sales Specialist,Peter Bankov,19879.2,337.9464,2600,39,,25,25,195
20154,2015,4,80,La Porte Discount Store,98,Sales Specialist,Dan Park,16917.4,372.1828,3360,50.4,,25,25,252
20154,2015,4,81,Bacliff Discount Store,99,Sales Specialist,Bryan Bredehoeft,20769.7,456.9334,3360,50.4,,25,25,252
20154,2015,4,82,Texas City Discount Store,100,Sales Specialist,Rajesh Patel,16734.5,334.69,2960,44.4,,25,25,222
20154,2015,4,83,Pasadena Discount Store,101,Sales Specialist,Alan Brewer,6530,143.66,3360,50.4,,25,25,252
20154,2015,4,84,Humble Discount Store,102,Sales Specialist,Dorena Paschke,15299.9,260.0983,2600,39,,25,25,195
20154,2015,4,85,Spring Discount Store,103,Sales Specialist,Nick Brigandi,35313.3,776.8926,3360,50.4,,25,25,252
20154,2015,4,86,Austin Discount Store,104,Sales Specialist,Leonids Paturskis,20679.8,351.5566,2600,39,,25,25,195
20154,2015,4,87,San Antonio Discount Store,105,Sales Specialist,Allison Brown,21999.3,483.9846,3360,50.4,,25,25,252
20154,2015,4,88,Cedar Park Discount Store,106,Sales Specialist,Yael Peled,6489.8,142.7756,3360,50.4,,25,25,252
20154,2015,4,89,Round Rock Discount Store,107,Sales Specialist,Robert Brown,8769.9,149.0883,2600,39,,25,25,195
20154,2015,4,90,Dallas Discount Store,108,Sales Specialist,Lori Penor,6509.9,143.2178,3360,50.4,,25,25,252
20154,2015,4,91,Georgetown Discount Store,109,Sales Specialist,Daniel Brunner,26444,581.768,3360,50.4,,25,25,252
20154,2015,4,92,Hillsboro Discount Store,110,Sales Specialist,Michel Pereira,16315.8,277.3686,2600,39,,25,25,195
20154,2015,4,93,Arlington Discount Store,111,Sales Specialist,Chris Bryant,12799.7,281.5934,3360,50.4,,25,25,252
20154,2015,4,94,Grand Prairie Discount Store,112,Sales Specialist,Wirote Petchdenlarp,9669.6,212.7312,3360,50.4,,25,25,252
20154,2015,4,95,Desoto Discount Store,113,Sales Specialist,Brian Burke,13089.5,222.5215,2600,39,,25,25,195
20154,2015,4,96,Richardson Discount Store,114,Sales Specialist,Palle Petersen,6597.8,112.1626,2600,39,,25,25,195
20154,2015,4,97,Lewisville Discount Store,115,Sales Specialist,Tzipi Butnaru,6438.7,141.6514,3360,50.4,,25,25,252
20154,2015,4,98,Denton Discount Store,116,Sales Specialist,Terrence Philip,9038.9,198.8558,3360,50.4,,25,25,252
20154,2015,4,99,Fort Worth Discount Store,117,Sales Specialist,Rick Byham,8020,136.34,2600,39,,25,25,195
20154,2015,4,100,Plano Discount Store,118,Sales Specialist,Michal Piaseczny,4117,90.574,3360,50.4,,25,25,252
20154,2015,4,101,Miami No.1 Discount Store,119,Sales Specialist,Reina Cabatana,25158.5,427.6945,2600,39,,25,25,195
20154,2015,4,103,Jacksonville Discount Store,120,Sales Specialist,Pilar Pinilla,8499.2,144.4864,2600,39,,25,25,195
20154,2015,4,104,Tallahassee No.1 Discount Store,121,Sales Specialist,Iulian Calinov,10078,221.716,3360,50.4,,25,25,252
20154,2015,4,107,Sebring Discount Store,123,Sales Specialist,Maria Cameron,11750.3,258.5066,3360,50.4,,25,25,252
20154,2015,4,108,Lakeland Discount Store,124,Sales Specialist,Ekaterina Podkolzina,7789.7,171.3734,3360,50.4,,25,25,252
20154,2015,4,109,Fort Lauderdale Discount Store,125,Sales Specialist,Jamie Campbell,9297.6,204.5472,3360,50.4,,25,25,252
20154,2015,4,110,Orlando Discount Store,126,Sales Specialist,Grigory Pogulsky,9794,215.468,3360,50.4,,25,25,252
20154,2015,4,111,Tampa Discount Store,127,Sales Specialist,Paul Cannon,11670,198.39,2600,39,,25,25,195
20154,2015,4,112,Key West Discount Store,128,Sales Specialist,Josh Pollock,40242.9,684.1293,2600,39,,25,25,195
20154,2015,4,113,Cape Canaveral Discount Store,129,Sales Specialist,Cyril Carbonati,12587.4,213.9858,2600,39,,25,25,195
20154,2015,4,114,Albany Discount Store,130,Sales Specialist,Cristina Potra,13649.9,232.0483,2600,39,,25,25,195
20154,2015,4,117,New York No.2 Discount Store,131,Sales Specialist,Jason Smarters,26480,450.16,2600,39,,25,25,195
20154,2015,4,124,Rochester No.2 Discount Store,132,Sales Specialist,Chris James,8817.6,193.9872,3360,50.4,,25,25,252
20154,2015,4,118,Syracuse Discount Store,133,Sales Specialist,Fernando Caro,25149.8,553.2956,3360,50.4,,25,25,252
20154,2015,4,119,Buffalo Discount Store,134,Sales Specialist,Vishwa Ranjan,24364,536.008,3360,50.4,,25,25,252
20154,2015,4,17,Spokane Discount Store,135,Sales Specialist,Chase Carpenter,15239.3,304.786,2960,44.4,,25,25,222
20154,2015,4,46,Fond du Lac Discount Store,136,Sales Specialist,Arvind Rao,23047.8,507.0516,3360,50.4,,25,25,252
20154,2015,4,52,Burlington Discount Store,137,Sales Specialist,Carlos Carvallo,20653.5,454.377,3360,50.4,,25,25,252
20154,2015,4,53,East Troy Discount Store,138,Sales Specialist,Morten Rasmussen,15087.8,331.9316,3360,50.4,,25,25,252
20154,2015,4,120,Plattsburgh Discount Store,139,Sales Specialist,Gitte Casparij,14469.6,245.9832,2600,39,,25,25,195
20154,2015,4,121,Brooklyn Discount Store,140,Sales Specialist,Mike Ray,27494,467.398,2600,39,,25,25,195
20154,2015,4,122,Oswego Discount Store,141,Sales Specialist,Giorgio Cavaglieri,20543,349.231,2600,39,,25,25,195
20154,2015,4,123,Ithaca Discount Store,142,Sales Specialist,April Reagan,10887,185.079,2600,39,,25,25,195
20154,2015,4,125,Queens Discount Store,143,Sales Specialist,Luisa Cazzaniga,19820.6,436.0532,3360,50.4,,25,25,252
20154,2015,4,126,Elmira Discount Store,144,Sales Specialist,Barak Regev,16655,366.41,3360,50.4,,25,25,252
20154,2015,4,127,Poestenkill Discount Store,145,Sales Specialist,Sean Chai,20715.2,455.7344,3360,50.4,,25,25,252
20154,2015,4,128,Trenton No.1 Discount Store,146,Sales Specialist,Enoch Remick,10440,229.68,3360,50.4,,25,25,252
20154,2015,4,130,Newark No.1 Discount Store,147,Sales Specialist,Greg Chapman,18499.8,369.996,2960,44.4,,25,25,222
20154,2015,4,132,Jersey City Discount Store,148,Sales Specialist,Bjorn Rettig,30111.3,511.8921,2600,39,,25,25,195
20154,2015,4,133,Paterson Discount Store,149,Sales Specialist,Neil Charney,14429.9,245.3083,2600,39,,25,25,195
20154,2015,4,134,Clifton Discount Store,150,Sales Specialist,Don Richardson,17656.5,300.1605,2600,39,,25,25,195
20154,2015,4,135,East Orange Discount Store,151,Sales Specialist,Ankur Chavda,15498.7,263.4779,2600,39,,25,25,195
20154,2015,4,136,Passaic Discount Store,152,Sales Specialist,Wendy Richardson,9209.6,156.5632,2600,39,,25,25,195
20154,2015,4,137,Bayonne Discount Store,153,Sales Specialist,Aik Chen,20004,440.088,3360,50.4,,25,25,252
20154,2015,4,138,Vineland Discount Store,154,Sales Specialist,Anders Riis,35828.8,788.2336,3360,50.4,,25,25,252
20154,2015,4,139,New Brunswick Discount Store,155,Sales Specialist,Jeff Chia,6559.4,144.3068,3360,50.4,,25,25,252
20154,2015,4,140,Hackensack Discount Store,156,Sales Specialist,Titti Ringstrom,25770,566.94,3360,50.4,,25,25,252
20154,2015,4,141,Atlantic City Discount Store,157,Sales Specialist,Michal Chmiela,2967.7,59.354,2960,44.4,,25,25,222
20154,2015,4,142,Montclair Discount Store,158,Sales Specialist,John Rodman,16690,367.18,3360,50.4,,25,25,252
20154,2015,4,143,Hoboken Discount Store,159,Sales Specialist,Ray Chow,8650,190.3,3360,50.4,,25,25,252
20154,2015,4,144,Morristown Discount Store,160,Sales Specialist,Don Roessler,15419.8,339.2356,3360,50.4,,25,25,252
20154,2015,4,145,Cape May Discount Store,161,Sales Specialist,Alice Ciccu,17210,378.62,3360,50.4,,25,25,252
20154,2015,4,146,Boston Discount Store,162,Sales Specialist,Kelly Rollin,23739.3,522.2646,3360,50.4,,25,25,252
20154,2015,4,148,Worcester No.2 Discount Store,163,Sales Specialist,David Isaacs,13549.7,298.0934,3360,50.4,,25,25,252
20154,2015,4,149,New Bedford Discount Store,164,Sales Specialist,Daniel Roth,10539.8,179.1766,2600,39,,25,25,195
20154,2015,4,150,Attleboro Discount Store,165,Sales Specialist,Aaron Con,23975,407.575,2600,39,,25,25,195
20154,2015,4,151,Lowell Discount Store,166,Sales Specialist,Pablo Rovira Diez,15335.6,337.3832,3360,50.4,,25,25,252
20154,2015,4,152,Leominster Discount Store,167,Sales Specialist,Kevin Cook,9519.6,209.4312,3360,50.4,,25,25,252
20154,2015,4,153,Hingham Discount Store,168,Sales Specialist,Erik Rucker,16961,339.22,2960,44.4,,25,25,222
20154,2015,4,154,Quincy Discount Store,169,Sales Specialist,Jim Corbin,25939.4,570.6668,3360,50.4,,25,25,252
20154,2015,4,155,Framingham Discount Store,170,Sales Specialist,Michael Ruggiero,13829.9,304.2578,3360,50.4,,25,25,252
20154,2015,4,156,Cambridge Discount Store,171,Sales Specialist,Cecilia Cornejo,19018.5,323.3145,2600,39,,25,25,195
20154,2015,4,157,Somerville Discount Store,172,Sales Specialist,Sharon Salavaria,7069.6,120.1832,2600,39,,25,25,195
20154,2015,4,158,Haverhill Discount Store,173,Sales Specialist,Robin Counts,8349.9,183.6978,3360,50.4,,25,25,252
20154,2015,4,159,Lynn Discount Store,174,Sales Specialist,Ken Sánchez,1264.4,27.8168,3360,50.4,,25,25,252
20154,2015,4,160,Northampton Discount Store,175,Sales Specialist,Ioan Crisiarcu,9821.4,166.9638,2600,39,,25,25,195
20154,2015,4,161,Holyoke Discount Store,176,Sales Specialist,Mandar Samant,20316.25,345.37625,2600,39,,25,25,195
20154,2015,4,162,Pittsfield Discount Store,177,Sales Specialist,Scott Culp,22579.9,496.7578,3360,50.4,,25,25,252
20154,2015,4,163,Falmouth Discount Store,178,Sales Specialist,Patrick Sands,36019.7,792.4334,3360,50.4,,25,25,252
20154,2015,4,164,Provincetown Discount Store,179,Sales Specialist,Pawel Czernek,13660,232.22,2600,39,,25,25,195
20154,2015,4,165,Nantucket Discount Store,180,Sales Specialist,Mark Sargent,26029.9,572.6578,3360,50.4,,25,25,252
20154,2015,4,166,Bangor Discount Store,181,Sales Specialist,Apurva Dalia,6692,133.84,2960,44.4,,25,25,222
20154,2015,4,167,Bar Harbor Discount Store,182,Sales Specialist,Tihomir Sasic,14963.7,329.2014,3360,50.4,,25,25,252
20154,2015,4,168,Kennebunkport Discount Store,183,Sales Specialist,Jim Daly,9759.6,165.9132,2600,39,,25,25,195
20154,2015,4,169,Lewiston Discount Store,184,Sales Specialist,Michiyo Sato,23350,513.7,3360,50.4,,25,25,252
20154,2015,4,170,Orono Discount Store,185,Sales Specialist,Mike Danseglio,25658.8,564.4936,3360,50.4,,25,25,252
20154,2015,4,171,South Portland Discount Store,186,Sales Specialist,Rimvydas Saulis,10914.9,185.5533,2600,39,,25,25,195
20154,2015,4,172,Hartford Discount Store,187,Sales Specialist,Shannon Dascher,14389.4,316.5668,3360,50.4,,25,25,252
20154,2015,4,173,Bridgeport Discount Store,188,Sales Specialist,George Schaller,16769.9,285.0883,2600,39,,25,25,195
20154,2015,4,174,Waterbury Discount Store,189,Sales Specialist,Andrew Davis,21151.85,465.3407,3360,50.4,,25,25,252
20154,2015,4,175,Old Saybrook Discount Store,190,Sales Specialist,Rainer Schiller,17938,304.946,2600,39,,25,25,195
20154,2015,4,176,Darien Discount Store,191,Sales Specialist,Eric Davison,37965.8,835.2476,3360,50.4,,25,25,252
20154,2015,4,177,New Haven Discount Store,192,Sales Specialist,Boris Scholl,39289.3,864.3646,3360,50.4,,25,25,252
20154,2015,4,178,Litchfield County Discount Store,193,Sales Specialist,Denis Dehenne,12095.1,241.902,2960,44.4,,25,25,222
20154,2015,4,179,New London Discount Store,194,Sales Specialist,Andreas Schou,23338.3,513.4426,3360,50.4,,25,25,252
20154,2015,4,180,Norfolk Discount Store,195,Sales Specialist,Axel Delgado,59699.7,1313.3934,3360,50.4,,25,25,252
20154,2015,4,181,Virginia Beach Discount Store,196,Sales Specialist,Miguel Severino,22199,488.378,3360,50.4,,25,25,252
20154,2015,4,182,Winchester Discount Store,197,Sales Specialist,Luca Dellamore,15528,341.616,3360,50.4,,25,25,252
20154,2015,4,184,Alexandria Discount Store,198,Sales Specialist,Jill Shrader,18879.8,415.3556,3360,50.4,,25,25,252
20154,2015,4,185,Roanoke Discount Store,199,Sales Specialist,Molly Dempsey,22139.9,487.0778,3360,50.4,,25,25,252
20154,2015,4,186,Charlottesville Discount Store,200,Sales Specialist,Alexandre Silva,10579.8,232.7556,3360,50.4,,25,25,252
20154,2015,4,187,Fredericksburg Discount Store,201,Sales Specialist,Prashanth Desai,19705.9,433.5298,3360,50.4,,25,25,252
20154,2015,4,188,Martinsville Discount Store,202,Sales Specialist,Alex Simmons,10539.6,231.8712,3360,50.4,,25,25,252
20154,2015,4,189,Greenville Discount Store,203,Sales Specialist,Michael DeVoe,20269.7,445.9334,3360,50.4,,25,25,252
20154,2015,4,190,Charleston Discount Store,204,Sales Specialist,David Simpson,9581.8,210.7996,3360,50.4,,25,25,252
20154,2015,4,191,Annapolis Discount Store,205,Sales Specialist,Cari Dick,12259.6,245.192,2960,44.4,,25,25,222
20154,2015,4,192,Baltimore Discount Store,206,Sales Specialist,Ashima Singhal,15078,331.716,3360,50.4,,25,25,252
20154,2015,4,193,Howard Discount Store,207,Sales Specialist,Cliff Didcock,7188.9,158.1558,3360,50.4,,25,25,252
20154,2015,4,194,Ridgely Discount Store,208,Sales Specialist,Bonnie Skelly,7153.9,157.3858,3360,50.4,,25,25,252
20154,2015,4,195,Queen Anne's County Discount Store,209,Sales Specialist,Blaine Dockter,19908,437.976,3360,50.4,,25,25,252
20154,2015,4,196,Parkville Discount Store,210,Sales Specialist,Egil Skjold,11569.2,254.5224,3360,50.4,,25,25,252
20154,2015,4,197,Back River Discount Store,211,Sales Specialist,Chris Downs,10706.5,182.0105,2600,39,,25,25,195
20154,2015,4,282,Ottawa No.1 Discount Store,214,Sales Specialist,Brian Smith,14138.8,240.3596,2600,39,,25,25,195
20154,2015,4,284,Toronto No.1 Discount Store,215,Area Manager,Bernard Duerr,18589.9,436.86265,4400,66,35,,25,374
20154,2015,4,287,Montreal No.1 Discount Store,216,Area Manager,Lorrin Smith-Bates,40509.6,810.192,2960,44.4,35,,25,251.6
20154,2015,4,290,Vancouver  No.2 Discount Store,217,Sales Specialist,Dave Jennings,10598,233.156,3360,50.4,,25,25,252
20154,2015,4,291,Calgary  Discount Store,218,Sales Specialist,Martin Spona,19668.8,432.7136,3360,50.4,,25,25,252
20154,2015,4,201,London Discount Store,219,Sales Specialist,Bart Duncan,26063.64,443.08188,2600,39,,25,25,195
20154,2015,4,202,Edinburgh Discount Store,220,Sales Specialist,Jeff Stammler,11435.64,194.40588,2600,39,,25,25,195
20154,2015,4,203,Glasgow Discount Store,221,Sales Specialist,Shelley Dyck,11477.88,195.12396,2600,39,,25,25,195
20154,2015,4,204,York Discount Store,222,Sales Specialist,Mark Steele,7293.6,123.9912,2600,39,,25,25,195
20154,2015,4,205,Carlisle Discount Store,223,Sales Specialist,Witold Dyszkiewicz,17783.16,391.22952,3360,50.4,,25,25,252
20154,2015,4,206,Manchester Discount Store,224,Sales Specialist,Brad Sutton,14321.16,315.06552,3360,50.4,,25,25,252
20154,2015,4,207,Lancashire Discount Store,225,Sales Specialist,Terry Earls,1416,24.072,2600,39,,25,25,195
20154,2015,4,208,West Yorkshire Discount Store,226,Sales Specialist,Bernard Tham,20011.02,340.18734,2600,39,,25,25,195
20154,2015,4,209,Baildon Discount Store,227,Sales Specialist,Josh Edwards,19524.12,429.53064,3360,50.4,,25,25,252
20154,2015,4,210,Cheshire Discount Store,228,Sales Specialist,Sandhya Thodla,16902,338.04,2960,44.4,,25,25,222
20154,2015,4,211,Stockport Discount Store,229,Sales Specialist,Vladimir Egorov,4747.68,104.44896,3360,50.4,,25,25,252
20154,2015,4,212,Liverpool Discount Store,230,Sales Specialist,Iben Thorell,8765.46,192.84012,3360,50.4,,25,25,252
20154,2015,4,213,Knotty Ash Discount Store,231,Sales Specialist,Patrick Elliott,5888.4,129.5448,3360,50.4,,25,25,252
20154,2015,4,214,Leeds Discount Store,232,Sales Specialist,Justin Thorp,13096.08,288.11376,3360,50.4,,25,25,252
20154,2015,4,215,Paris Discount Store,233,Sales Specialist,Anil Elson,26563.5,584.397,3234,48.51,,25,25,242.55
20154,2015,4,216,Marseille Discount Store,234,Sales Specialist,Danielle Tiedt,17615.88,387.54936,3234,48.51,,25,25,242.55
20154,2015,4,217,Lyon Discount Store,235,Sales Specialist,Michael Entin,28733.88,488.47596,2502.5,37.5375,,25,25,187.6875
20154,2015,4,218,Toulouse Discount Store,236,Sales Specialist,Olinda Turner,15491.64,263.35788,2502.5,37.5375,,25,25,187.6875
20154,2015,4,219,Nice Discount Store,237,Sales Specialist,Ebru Ersan,11598,197.166,2502.5,37.5375,,25,25,187.6875
20154,2015,4,220,Nantes Discount Store,238,Sales Specialist,Tjeerd Veninga,16223.4,356.9148,3234,48.51,,25,25,242.55
20154,2015,4,221,Strasbourg Discount Store,239,Sales Specialist,Modesto Estrada,23855.64,524.82408,3234,48.51,,25,25,242.55
20154,2015,4,222,Roma Discount Store,240,Sales Specialist,Gregory Verny,14207.76,241.53192,2502.5,37.5375,,25,25,187.6875
20154,2015,4,224,Firenze Discount Store,242,Sales Specialist,Peter Villadsen,11747.94,234.9588,2849,42.735,,25,25,213.675
20154,2015,4,225,Torino Discount Store,243,Sales Specialist,Antoine Faisandier,8627.52,189.80544,3234,48.51,,25,25,242.55
20154,2015,4,226,Milan Discount Store,244,Sales Specialist,Florian Voss,15443.76,339.76272,3234,48.51,,25,25,242.55
20154,2015,4,228,Berlin Discount Store,246,Sales Specialist,Kelly Weadock,12189.36,268.16592,3234,48.51,,25,25,242.55
20154,2015,4,230,koln No.2 Discount Store,247,Sales Specialist,Yaniv Feinberg,14235.36,313.17792,3234,48.51,,25,25,242.55
20154,2015,4,231,Hofheim Discount Store,248,Sales Specialist,Martin Weber,7830.36,133.11612,2502.5,37.5375,,25,25,187.6875
20154,2015,4,232,koln No.1 Discount Store,249,Sales Specialist,Dan Fennell,20871.24,354.81108,2502.5,37.5375,,25,25,187.6875
20154,2015,4,233,Landstuhl Discount Store,250,Sales Specialist,Cindy White,6485.76,110.25792,2502.5,37.5375,,25,25,187.6875
20154,2015,4,234,Dusseldorf Discount Store,251,Sales Specialist,Franziska Fiegler,14949.12,254.13504,2502.5,37.5375,,25,25,187.6875
20154,2015,4,235,Ramstein Discount Store,252,Sales Specialist,Greg Winston,13622.16,299.68752,3234,48.51,,25,25,242.55
20154,2015,4,236,Baumholder Discount Store,253,Sales Specialist,William Flash,6611.88,145.46136,3234,48.51,,25,25,242.55
20154,2015,4,237,Giebelstadt Discount Store,254,Sales Specialist,Robin Wood,9582,191.64,2849,42.735,,25,25,213.675
20154,2015,4,238,obamberg Discount Store,255,Sales Specialist,Raymond Fong,9562.44,210.37368,3234,48.51,,25,25,242.55
20154,2015,4,239,Munich Discount Store,256,Sales Specialist,Karin Zimprich,8940,196.68,3234,48.51,,25,25,242.55
20154,2015,4,240,Amsterdam Discount Store,257,Sales Specialist,Jeff Ford,18813.6,413.8992,3234,48.51,,25,25,242.55
20154,2015,4,241,Copenhagen Discount Store,258,Sales Specialist,Aziz Hassouneh,4674.6,102.8412,3486,52.29,,25,25,261.45
20154,2015,4,242,Stockholm Discount Store,259,Sales Specialist,Diane Forsyth,6012,102.204,2502.5,37.5375,,25,25,187.6875
20154,2015,4,243,Madrid Discount Store,260,Sales Specialist,Arno Harteveld,28757.88,488.88396,2697.5,40.4625,,25,25,202.3125
20154,2015,4,244,Ljubljana Discount Store,261,Sales Specialist,Soren Francker,5997.36,101.95512,2502.5,37.5375,,25,25,187.6875
20154,2015,4,245,Bucharest Discount Store,262,Sales Specialist,Mark Harrington,21221.88,360.77196,2697.5,40.4625,,25,25,202.3125
20154,2015,4,246,Berne Discount Store,263,Sales Specialist,Joel Frauenheim,9664.38,164.29446,2502.5,37.5375,,25,25,187.6875
20154,2015,4,247,Warsaw Discount Store,264,Sales Specialist,Eran Harel,8448,185.856,3234,48.51,,25,25,242.55
20154,2015,4,248,Valletta Discount Store,265,Sales Specialist,Victor Freitas,5495.82,120.90804,3234,48.51,,25,25,242.55
20154,2015,4,249,Dublin Discount Store,266,Sales Specialist,Claus Hansen,11597.16,231.9432,2849,42.735,,25,25,213.675
20154,2015,4,250,Athens Discount Store,267,Sales Specialist,Gabe Frost,6053.76,133.18272,3234,48.51,,25,25,242.55
20154,2015,4,251,Singapore Discount Store,268,Sales Specialist,Jim Hance,49324.316,1085.134952,3486,52.29,,25,25,261.45
